id,comida_preferida,frecuencia_consumo,gasto_promedio,satisfaccion_producto,satisfaccion_servicio,tiempo_entrega,precio_percepcion,recomendaria_nps,volveria_comprar,calificacion_general
18196,Pizza,Mensual,152,7,5,Rápido,Bajo,8,Sí,7
18197,Sándwiches,Quincenal,51,8,7,Lento,Medio,7,Sí,7
18198,Pizza,Quincenal,85,8,9,Rápido,Alto,9,Sí,9
18199,Hamburguesas,Quincenal,63,10,6,Rápido,Alto,7,Sí,8
18200,Sándwiches,Quincenal,41,7,6,Aceptable,Medio,9,Sí,7
18201,Pollo Frito,Mensual,59,6,6,Rápido,Medio,10,Sí,7
18202,Hamburguesas,Diario,116,9,9,Rápido,Alto,7,Sí,8
18203,Hamburguesas,Ocasional,92,9,9,Aceptable,Alto,8,Sí,9
18204,Sándwiches,Diario,68,5,8,Rápido,Medio,6,No,6
18205,Pollo Frito,Ocasional,36,7,8,Lento,Bajo,8,Sí,8
18206,Pollo Frito,Semanal,122,7,10,Rápido,Medio,9,Sí,9
18207,Pizza,Quincenal,159,4,4,Aceptable,Medio,5,No,4
18208,Tacos,Quincenal,58,7,7,Rápido,Medio,5,No,6
18209,Pizza,Semanal,67,6,8,Aceptable,Medio,10,Sí,8
18210,Pollo Frito,Mensual,44,9,7,Aceptable,Medio,6,Sí,7
18211,Pollo Frito,Mensual,59,6,10,Rápido,Alto,9,Sí,8
18212,Shawarmas,Semanal,99,7,5,Lento,Medio,9,Sí,7
18213,Tacos,Semanal,49,8,3,Aceptable,Medio,9,Sí,7
18214,Sándwiches,Semanal,70,10,2,Aceptable,Medio,5,Sí,6
18215,Pizza,Quincenal,103,6,9,Lento,Medio,9,Sí,8
18216,Tacos,Quincenal,30,9,1,Rápido,Medio,8,Sí,6
18217,Sándwiches,Diario,85,4,9,Rápido,Medio,8,No,7
18218,Pollo Frito,Mensual,114,9,5,Aceptable,Medio,7,Sí,7
18219,Pollo Frito,Quincenal,109,6,6,Aceptable,Medio,9,Sí,7
18220,Hot Dogs,Mensual,28,9,9,Lento,Alto,0,No,6
18221,Pizza,Mensual,108,9,2,Aceptable,Medio,6,No,6
18222,Pollo Frito,Diario,82,4,9,Aceptable,Bajo,4,Sí,6
18223,Shawarmas,Ocasional,45,4,8,Aceptable,Medio,7,Sí,6
18224,Tacos,Quincenal,42,8,8,Rápido,Medio,1,No,6
18225,Pizza,Diario,93,9,10,Aceptable,Alto,2,Sí,7
18226,Pizza,Semanal,59,5,7,Aceptable,Medio,6,Sí,6
18227,Pollo Frito,Semanal,75,8,10,Rápido,Bajo,8,Sí,9
18228,Hamburguesas,Quincenal,74,10,10,Aceptable,Medio,7,Sí,9
18229,Hamburguesas,Semanal,41,6,7,Aceptable,Medio,7,Sí,7
18230,Pollo Frito,Semanal,53,9,7,Rápido,Alto,7,Sí,8
18231,Pollo Frito,Semanal,49,7,3,Aceptable,Medio,10,Sí,7
18232,Pollo Frito,Semanal,65,10,5,Rápido,Medio,8,Sí,8
18233,Tacos,Semanal,25,10,4,Rápido,Medio,8,Sí,7
18234,Tacos,Mensual,51,0,8,Lento,Medio,4,No,4
18235,Tacos,Mensual,32,6,7,Rápido,Medio,7,Sí,7
18236,Pizza,Mensual,69,5,3,Rápido,Bajo,8,Sí,5
18237,Hot Dogs,Ocasional,27,7,4,Aceptable,Alto,4,No,5
18238,Pizza,Semanal,143,7,4,Rápido,Alto,10,Sí,7
18239,Pollo Frito,Mensual,79,9,7,Lento,Bajo,3,Sí,6
18240,Pizza,Mensual,102,8,6,Rápido,Alto,3,No,6
18241,Pizza,Quincenal,131,7,10,Rápido,Bajo,6,No,8
18242,Hamburguesas,Mensual,41,6,10,Lento,Bajo,8,Sí,8
18243,Pollo Frito,Semanal,95,9,8,Rápido,Medio,8,Sí,8
18244,Hamburguesas,Semanal,61,3,9,Rápido,Alto,3,No,5
18245,Sándwiches,Ocasional,47,6,9,Rápido,Alto,9,Sí,8
18246,Pizza,Diario,83,7,3,Aceptable,Medio,4,Sí,5
18247,Pizza,Ocasional,71,1,6,Rápido,Alto,10,Sí,6
18248,Pizza,Mensual,136,8,4,Aceptable,Alto,6,Sí,6
18249,Hot Dogs,Ocasional,34,9,7,Aceptable,Medio,9,Sí,8
18250,Pizza,Semanal,150,9,5,Lento,Alto,8,Sí,7
18251,Pizza,Quincenal,91,6,3,Aceptable,Bajo,0,Sí,3
18252,Pollo Frito,Quincenal,83,8,7,Aceptable,Medio,6,No,7
18253,Pizza,Quincenal,119,7,7,Rápido,Medio,7,Sí,7
18254,Hamburguesas,Diario,104,8,8,Aceptable,Alto,9,Sí,8
18255,Hamburguesas,Quincenal,115,8,10,Rápido,Alto,9,Sí,9
18256,Tacos,Quincenal,54,10,9,Rápido,Medio,4,No,8
18257,Tacos,Semanal,26,9,5,Aceptable,Medio,7,Sí,7
18258,Pizza,Quincenal,125,4,8,Rápido,Medio,8,Sí,7
18259,Pizza,Quincenal,91,5,10,Rápido,Medio,7,No,7
18260,Shawarmas,Semanal,99,6,1,Lento,Medio,9,Sí,5
18261,Hamburguesas,Semanal,59,10,8,Rápido,Medio,9,Sí,9
18262,Pollo Frito,Ocasional,127,9,9,Lento,Bajo,9,Sí,9
18263,Pollo Frito,Mensual,115,5,9,Rápido,Medio,9,No,8
18264,Shawarmas,Semanal,34,9,9,Aceptable,Medio,8,Sí,9
18265,Shawarmas,Mensual,95,7,10,Rápido,Bajo,8,Sí,8
18266,Hot Dogs,Semanal,40,8,8,Rápido,Medio,9,Sí,8
18267,Pizza,Quincenal,136,8,9,Aceptable,Medio,8,Sí,8
18268,Hot Dogs,Semanal,32,4,8,Aceptable,Medio,6,No,6
18269,Hot Dogs,Semanal,23,5,4,Lento,Medio,7,Sí,5
18270,Pizza,Semanal,121,8,7,Rápido,Alto,8,Sí,8
18271,Pizza,Mensual,77,7,9,Rápido,Medio,4,No,7
18272,Hamburguesas,Quincenal,78,9,7,Aceptable,Alto,9,Sí,8
18273,Shawarmas,Mensual,66,10,9,Lento,Alto,7,Sí,9
18274,Hamburguesas,Semanal,69,10,3,Rápido,Medio,6,No,6
18275,Pollo Frito,Semanal,79,8,9,Rápido,Bajo,8,Sí,8
18276,Pizza,Quincenal,89,7,10,Lento,Medio,7,Sí,8
18277,Tacos,Semanal,27,8,10,Aceptable,Medio,4,No,7
18278,Hamburguesas,Quincenal,35,6,8,Rápido,Alto,5,Sí,6
18279,Hot Dogs,Quincenal,53,6,3,Rápido,Alto,10,Sí,6
18280,Hot Dogs,Mensual,68,9,2,Rápido,Bajo,3,Sí,5
18281,Pollo Frito,Mensual,78,5,7,Rápido,Medio,10,No,7
18282,Hamburguesas,Quincenal,103,2,10,Aceptable,Bajo,7,Sí,6
18283,Shawarmas,Semanal,32,8,9,Aceptable,Medio,9,Sí,9
18284,Hot Dogs,Quincenal,23,9,9,Rápido,Alto,6,No,8
18285,Hamburguesas,Semanal,102,8,7,Aceptable,Medio,3,No,6
18286,Shawarmas,Mensual,83,8,8,Aceptable,Bajo,8,Sí,8
18287,Pizza,Quincenal,60,9,10,Rápido,Medio,5,Sí,8
18288,Pizza,Quincenal,125,6,10,Rápido,Bajo,6,No,7
18289,Pizza,Semanal,142,7,5,Rápido,Medio,7,Sí,6
18290,Pizza,Quincenal,95,5,4,Lento,Bajo,9,Sí,6
18291,Hamburguesas,Ocasional,69,5,7,Lento,Medio,8,No,7
18292,Pizza,Mensual,78,5,8,Rápido,Bajo,8,No,7
18293,Sándwiches,Quincenal,32,10,10,Aceptable,Medio,7,Sí,9
18294,Pollo Frito,Semanal,73,2,6,Rápido,Medio,8,No,5
18295,Pollo Frito,Mensual,67,9,4,Rápido,Bajo,4,Sí,6
18296,Hamburguesas,Ocasional,72,5,10,Aceptable,Medio,5,Sí,7
18297,Hamburguesas,Mensual,50,9,9,Aceptable,Medio,9,Sí,9
18298,Hamburguesas,Diario,106,0,2,Rápido,Medio,9,No,4
18299,Tacos,Mensual,40,7,6,Rápido,Medio,8,Sí,7
18300,Pizza,Quincenal,62,4,3,Aceptable,Medio,9,No,5
18301,Pollo Frito,Mensual,118,7,7,Rápido,Medio,7,Sí,7
18302,Sándwiches,Semanal,27,9,7,Rápido,Medio,7,Sí,8
18303,Pollo Frito,Semanal,119,7,5,Aceptable,Medio,9,Sí,7
18304,Pizza,Semanal,122,10,4,Aceptable,Medio,5,No,6
18305,Hamburguesas,Semanal,76,10,8,Aceptable,Alto,2,No,7
18306,Pollo Frito,Quincenal,100,4,9,Lento,Bajo,6,Sí,6
18307,Pizza,Mensual,131,8,9,Lento,Medio,3,Sí,7
18308,Hamburguesas,Semanal,71,2,10,Rápido,Bajo,0,Sí,4
18309,Shawarmas,Semanal,60,8,10,Aceptable,Medio,9,Sí,9
18310,Pollo Frito,Semanal,48,10,1,Rápido,Medio,10,Sí,7
18311,Pollo Frito,Mensual,60,7,10,Rápido,Alto,10,Sí,9
18312,Pizza,Quincenal,142,9,8,Lento,Bajo,0,No,6
18313,Hamburguesas,Ocasional,81,10,6,Lento,Alto,9,Sí,8
18314,Pizza,Quincenal,114,9,0,Lento,Medio,7,Sí,5
18315,Pizza,Semanal,72,4,10,Rápido,Medio,1,No,5
18316,Pizza,Semanal,45,9,3,Rápido,Medio,9,Sí,7
18317,Pizza,Semanal,116,8,8,Aceptable,Medio,9,Sí,8
18318,Shawarmas,Semanal,67,3,5,Rápido,Bajo,8,Sí,5
18319,Pizza,Semanal,155,10,8,Rápido,Medio,10,Sí,9
18320,Hot Dogs,Semanal,70,8,9,Lento,Medio,7,Sí,8
18321,Hamburguesas,Semanal,108,8,2,Lento,Bajo,10,Sí,7
18322,Tacos,Mensual,59,6,8,Aceptable,Medio,9,Sí,8
18323,Pizza,Semanal,158,4,9,Lento,Medio,6,No,6
18324,Sándwiches,Ocasional,40,10,4,Rápido,Alto,8,Sí,7
18325,Tacos,Semanal,41,10,10,Rápido,Medio,9,Sí,10
18326,Pollo Frito,Semanal,114,7,10,Aceptable,Medio,6,No,8
18327,Hamburguesas,Semanal,85,6,1,Lento,Alto,8,Sí,5
18328,Sándwiches,Ocasional,78,10,9,Aceptable,Medio,2,Sí,7
18329,Pollo Frito,Semanal,85,10,7,Rápido,Medio,7,Sí,8
18330,Hamburguesas,Diario,74,10,9,Lento,Alto,2,Sí,7
18331,Pizza,Quincenal,46,10,10,Aceptable,Medio,4,Sí,8
18332,Hamburguesas,Mensual,116,8,7,Aceptable,Medio,8,Sí,8
18333,Pollo Frito,Semanal,101,9,9,Lento,Medio,10,Sí,9
18334,Pollo Frito,Quincenal,43,7,9,Aceptable,Alto,7,Sí,8
18335,Sándwiches,Semanal,39,2,10,Aceptable,Bajo,8,No,7
18336,Hamburguesas,Semanal,74,6,8,Rápido,Alto,9,Sí,8
18337,Hamburguesas,Quincenal,85,8,7,Lento,Bajo,6,No,7
18338,Tacos,Semanal,52,3,7,Rápido,Medio,8,Sí,6
18339,Tacos,Mensual,76,9,8,Lento,Alto,6,Sí,8
18340,Pizza,Semanal,65,7,8,Aceptable,Bajo,9,Sí,8
18341,Hamburguesas,Quincenal,108,5,7,Rápido,Bajo,6,Sí,6
18342,Pizza,Semanal,87,8,7,Aceptable,Bajo,1,No,5
18343,Tacos,Quincenal,62,9,0,Rápido,Medio,7,Sí,5
18344,Hamburguesas,Diario,108,10,7,Rápido,Medio,9,Sí,9
18345,Hot Dogs,Semanal,25,8,3,Lento,Medio,9,Sí,7
18346,Sándwiches,Quincenal,83,1,3,Aceptable,Medio,7,No,4
18347,Hamburguesas,Mensual,102,10,7,Rápido,Bajo,5,Sí,7
18348,Hot Dogs,Semanal,51,3,10,Rápido,Medio,9,Sí,7
18349,Pizza,Quincenal,104,7,7,Rápido,Bajo,8,Sí,7
18350,Pollo Frito,Semanal,72,9,9,Aceptable,Medio,4,Sí,7
18351,Pizza,Mensual,65,10,7,Rápido,Bajo,7,Sí,8
18352,Tacos,Semanal,90,3,4,Rápido,Bajo,7,No,5
18353,Tacos,Semanal,74,8,8,Rápido,Medio,5,Sí,7
18354,Tacos,Quincenal,68,9,3,Aceptable,Alto,7,Sí,6
18355,Pollo Frito,Mensual,40,6,9,Rápido,Medio,2,Sí,6
18356,Shawarmas,Mensual,35,10,9,Aceptable,Bajo,7,Sí,9
18357,Hamburguesas,Quincenal,60,4,8,Rápido,Alto,9,No,7
18358,Pizza,Ocasional,139,9,4,Rápido,Medio,7,Sí,7
18359,Shawarmas,Mensual,63,5,8,Rápido,Medio,6,No,6
18360,Hot Dogs,Quincenal,31,5,8,Lento,Medio,9,Sí,7
18361,Pizza,Ocasional,128,2,8,Aceptable,Bajo,10,Sí,7
18362,Pizza,Ocasional,123,9,8,Rápido,Medio,8,Sí,8
18363,Pollo Frito,Semanal,69,9,10,Rápido,Alto,8,Sí,9
18364,Tacos,Quincenal,29,7,8,Rápido,Bajo,6,Sí,7
18365,Hamburguesas,Semanal,52,5,1,Lento,Alto,4,Sí,3
18366,Tacos,Quincenal,88,8,9,Rápido,Bajo,1,No,6
18367,Pizza,Diario,104,10,10,Rápido,Alto,6,Sí,9
18368,Sándwiches,Quincenal,48,7,3,Lento,Medio,7,Sí,6
18369,Sándwiches,Mensual,78,8,8,Aceptable,Medio,8,Sí,8
18370,Pizza,Mensual,75,10,8,Aceptable,Medio,4,Sí,7
18371,Shawarmas,Quincenal,60,2,10,Aceptable,Alto,8,No,7
18372,Tacos,Semanal,51,9,7,Lento,Medio,6,Sí,7
18373,Pollo Frito,Semanal,89,2,6,Aceptable,Medio,10,Sí,6
18374,Hot Dogs,Semanal,58,9,10,Rápido,Medio,7,Sí,9
18375,Shawarmas,Ocasional,83,2,9,Rápido,Medio,7,No,6
18376,Shawarmas,Mensual,89,3,7,Lento,Alto,5,Sí,5
18377,Tacos,Mensual,66,10,7,Aceptable,Bajo,3,Sí,7
18378,Pollo Frito,Mensual,64,2,1,Rápido,Medio,10,Sí,4
18379,Pollo Frito,Diario,123,7,9,Aceptable,Bajo,8,Sí,8
18380,Hamburguesas,Quincenal,64,0,5,Aceptable,Medio,3,Sí,3
18381,Hot Dogs,Mensual,55,8,4,Rápido,Medio,4,Sí,5
18382,Hamburguesas,Quincenal,91,9,7,Rápido,Medio,10,Sí,9
18383,Pollo Frito,Semanal,72,6,4,Aceptable,Medio,7,Sí,6
18384,Hot Dogs,Semanal,45,1,4,Aceptable,Bajo,6,No,4
18385,Pizza,Mensual,133,9,9,Rápido,Medio,6,Sí,8
18386,Sándwiches,Ocasional,46,6,7,Aceptable,Medio,9,Sí,7
18387,Hamburguesas,Mensual,90,9,6,Rápido,Medio,5,Sí,7
18388,Pizza,Mensual,112,9,10,Rápido,Bajo,3,No,7
18389,Pizza,Semanal,86,4,10,Aceptable,Medio,7,No,7
18390,Pizza,Quincenal,139,2,0,Aceptable,Medio,10,Sí,4
18391,Tacos,Semanal,67,10,9,Rápido,Medio,9,Sí,9
18392,Pizza,Ocasional,92,10,3,Aceptable,Medio,6,Sí,6
18393,Pizza,Mensual,94,5,6,Rápido,Medio,4,No,5
18394,Hamburguesas,Quincenal,69,5,9,Rápido,Bajo,5,Sí,6
18395,Sándwiches,Semanal,79,10,6,Aceptable,Alto,7,Sí,8
18396,Hamburguesas,Quincenal,37,5,3,Rápido,Bajo,6,No,5
18397,Hamburguesas,Diario,72,7,1,Rápido,Alto,0,No,3
18398,Hot Dogs,Quincenal,38,2,8,Rápido,Medio,9,No,6
18399,Pollo Frito,Quincenal,104,9,8,Aceptable,Medio,1,No,6
18400,Pollo Frito,Quincenal,70,9,8,Aceptable,Medio,9,Sí,9
18401,Pizza,Semanal,108,10,2,Lento,Alto,0,No,4
18402,Tacos,Quincenal,79,7,9,Rápido,Alto,7,Sí,8
18403,Pollo Frito,Quincenal,65,9,8,Rápido,Medio,9,Sí,9
18404,Pollo Frito,Semanal,107,7,1,Aceptable,Medio,9,Sí,6
18405,Pollo Frito,Mensual,70,8,2,Rápido,Alto,4,No,5
18406,Hamburguesas,Quincenal,70,6,3,Rápido,Medio,2,No,4
18407,Hot Dogs,Mensual,61,6,5,Rápido,Medio,9,Sí,7
18408,Hamburguesas,Quincenal,68,10,8,Aceptable,Medio,9,Sí,9
18409,Pollo Frito,Mensual,49,7,10,Rápido,Alto,6,No,8
18410,Pollo Frito,Ocasional,71,4,7,Rápido,Bajo,8,No,6
18411,Hamburguesas,Ocasional,91,9,8,Rápido,Alto,0,Sí,6
18412,Hamburguesas,Semanal,64,8,6,Rápido,Medio,8,Sí,7
18413,Pizza,Semanal,146,10,0,Aceptable,Medio,8,Sí,6
18414,Hamburguesas,Semanal,111,5,8,Rápido,Medio,8,Sí,7
18415,Hot Dogs,Quincenal,69,7,6,Aceptable,Bajo,5,Sí,6
18416,Pizza,Ocasional,72,4,9,Aceptable,Medio,3,Sí,5
18417,Hamburguesas,Semanal,66,4,9,Aceptable,Medio,8,Sí,7
18418,Tacos,Quincenal,34,8,9,Aceptable,Medio,9,Sí,9
18419,Pizza,Ocasional,67,10,6,Aceptable,Medio,5,No,7
18420,Pollo Frito,Quincenal,102,4,9,Rápido,Bajo,4,Sí,6
18421,Tacos,Semanal,56,8,8,Rápido,Medio,6,No,7
18422,Pizza,Semanal,58,3,6,Lento,Medio,9,Sí,6
18423,Sándwiches,Semanal,61,5,8,Aceptable,Medio,9,Sí,7
18424,Pizza,Quincenal,91,5,6,Rápido,Alto,10,No,7
18425,Hamburguesas,Semanal,94,4,3,Rápido,Medio,9,Sí,5
18426,Pizza,Semanal,122,10,10,Aceptable,Alto,4,Sí,8
18427,Tacos,Quincenal,82,5,8,Lento,Bajo,2,Sí,5
18428,Hamburguesas,Quincenal,70,5,6,Rápido,Bajo,7,No,6
18429,Sándwiches,Ocasional,70,10,7,Aceptable,Medio,8,Sí,8
18430,Pollo Frito,Ocasional,104,9,6,Rápido,Alto,6,Sí,7
18431,Pizza,Semanal,124,4,8,Aceptable,Medio,7,Sí,6
18432,Pollo Frito,Semanal,43,8,8,Lento,Bajo,8,Sí,8
18433,Pizza,Ocasional,133,9,4,Aceptable,Medio,8,Sí,7
18434,Tacos,Semanal,25,10,9,Rápido,Medio,9,Sí,9
18435,Pollo Frito,Quincenal,129,1,4,Rápido,Alto,4,Sí,3
18436,Pollo Frito,Semanal,100,0,3,Aceptable,Medio,9,No,4
18437,Hamburguesas,Mensual,83,9,5,Aceptable,Medio,10,Sí,8
18438,Sándwiches,Diario,65,9,10,Rápido,Medio,7,Sí,9
18439,Tacos,Mensual,78,7,3,Rápido,Alto,8,Sí,6
18440,Pollo Frito,Semanal,46,8,8,Lento,Medio,10,Sí,9
18441,Shawarmas,Quincenal,79,0,6,Lento,Bajo,8,No,5
18442,Pizza,Quincenal,90,7,7,Rápido,Medio,4,Sí,6
18443,Shawarmas,Quincenal,70,8,6,Rápido,Medio,8,Sí,7
18444,Tacos,Diario,88,0,7,Aceptable,Medio,9,No,5
18445,Pizza,Semanal,58,7,9,Aceptable,Medio,3,No,6
18446,Hamburguesas,Semanal,118,5,8,Rápido,Alto,8,No,7
18447,Pizza,Quincenal,56,7,7,Aceptable,Bajo,7,Sí,7
18448,Hamburguesas,Quincenal,39,10,8,Lento,Medio,8,Sí,9
18449,Pollo Frito,Mensual,105,9,8,Rápido,Alto,9,Sí,9
18450,Pizza,Semanal,115,9,1,Aceptable,Medio,4,No,5
18451,Pollo Frito,Quincenal,80,9,3,Rápido,Alto,10,Sí,7
18452,Pollo Frito,Diario,119,8,9,Aceptable,Medio,9,Sí,9
18453,Hamburguesas,Quincenal,104,7,8,Lento,Bajo,9,Sí,8
18454,Hot Dogs,Quincenal,25,9,8,Lento,Medio,10,Sí,9
18455,Hot Dogs,Ocasional,57,5,6,Aceptable,Medio,9,Sí,7
18456,Sándwiches,Semanal,64,9,8,Aceptable,Medio,10,Sí,9
18457,Hamburguesas,Diario,88,10,7,Rápido,Bajo,10,Sí,9
18458,Pollo Frito,Semanal,94,8,5,Lento,Medio,7,Sí,7
18459,Hamburguesas,Quincenal,78,7,8,Rápido,Alto,2,Sí,6
18460,Hamburguesas,Quincenal,92,6,4,Rápido,Medio,7,Sí,6
18461,Tacos,Quincenal,73,10,9,Aceptable,Bajo,8,Sí,9
18462,Sándwiches,Quincenal,93,10,1,Rápido,Medio,2,No,4
18463,Hamburguesas,Semanal,64,3,9,Aceptable,Medio,8,Sí,7
18464,Pollo Frito,Semanal,68,7,9,Rápido,Medio,5,Sí,7
18465,Hamburguesas,Quincenal,102,6,6,Rápido,Medio,4,No,5
18466,Shawarmas,Quincenal,53,3,10,Rápido,Bajo,9,Sí,7
18467,Pizza,Semanal,70,0,4,Lento,Medio,2,Sí,2
18468,Pizza,Quincenal,75,9,8,Rápido,Medio,9,Sí,9
18469,Hamburguesas,Quincenal,106,2,9,Rápido,Alto,9,Sí,7
18470,Pizza,Diario,60,8,10,Rápido,Bajo,6,No,8
18471,Sándwiches,Mensual,64,8,6,Rápido,Alto,8,Sí,7
18472,Hamburguesas,Mensual,120,10,5,Aceptable,Alto,7,Sí,7
18473,Hamburguesas,Semanal,110,3,4,Lento,Medio,7,Sí,5
18474,Hamburguesas,Quincenal,89,6,10,Aceptable,Bajo,10,Sí,9
18475,Sándwiches,Semanal,86,6,6,Lento,Medio,8,Sí,7
18476,Tacos,Semanal,64,8,4,Aceptable,Medio,7,Sí,6
18477,Hamburguesas,Diario,47,8,9,Aceptable,Medio,9,Sí,9
18478,Pollo Frito,Mensual,87,1,7,Aceptable,Medio,2,Sí,3
18479,Tacos,Semanal,40,5,3,Aceptable,Bajo,10,No,6
18480,Hamburguesas,Diario,111,3,10,Rápido,Medio,0,No,4
18481,Pollo Frito,Mensual,84,9,0,Rápido,Medio,8,Sí,6
18482,Shawarmas,Quincenal,56,6,5,Rápido,Medio,7,Sí,6
18483,Tacos,Quincenal,66,7,7,Rápido,Medio,10,Sí,8
18484,Hamburguesas,Semanal,52,5,10,Aceptable,Medio,7,Sí,7
18485,Hot Dogs,Semanal,66,9,3,Lento,Medio,7,Sí,6
18486,Pollo Frito,Mensual,55,9,1,Lento,Medio,7,Sí,6
18487,Hamburguesas,Mensual,41,5,6,Rápido,Medio,5,Sí,5
18488,Shawarmas,Semanal,57,10,9,Rápido,Alto,7,Sí,9
18489,Shawarmas,Semanal,63,8,9,Rápido,Medio,4,No,7
18490,Sándwiches,Semanal,78,10,2,Rápido,Alto,4,No,5
18491,Pizza,Semanal,47,5,10,Rápido,Medio,9,No,8
18492,Hamburguesas,Ocasional,55,5,6,Lento,Medio,9,Sí,7
18493,Pollo Frito,Semanal,97,10,4,Rápido,Alto,4,Sí,6
18494,Pollo Frito,Quincenal,124,10,3,Aceptable,Alto,8,Sí,7
18495,Shawarmas,Mensual,46,7,10,Aceptable,Alto,10,Sí,9
18496,Hamburguesas,Mensual,95,4,8,Rápido,Bajo,7,Sí,6
18497,Hamburguesas,Ocasional,119,10,9,Aceptable,Medio,8,Sí,9
18498,Shawarmas,Quincenal,99,5,5,Rápido,Alto,9,No,6
18499,Pizza,Semanal,150,9,9,Rápido,Medio,4,Sí,7
18500,Shawarmas,Semanal,67,4,10,Lento,Alto,4,No,6
18501,Pollo Frito,Mensual,61,6,8,Aceptable,Alto,9,Sí,8
18502,Pollo Frito,Mensual,48,9,6,Rápido,Bajo,9,Sí,8
18503,Pizza,Semanal,96,2,7,Aceptable,Alto,6,No,5
18504,Hamburguesas,Semanal,99,2,5,Rápido,Alto,0,No,2
18505,Pollo Frito,Quincenal,50,9,4,Rápido,Medio,10,Sí,8
18506,Hot Dogs,Mensual,50,8,7,Lento,Medio,8,Sí,8
18507,Hamburguesas,Quincenal,104,6,7,Aceptable,Alto,8,Sí,7
18508,Hot Dogs,Ocasional,33,9,5,Rápido,Medio,7,Sí,7
18509,Shawarmas,Ocasional,32,7,10,Rápido,Medio,9,Sí,9
18510,Sándwiches,Ocasional,73,7,8,Rápido,Medio,8,Sí,8
18511,Shawarmas,Diario,67,6,7,Rápido,Bajo,2,No,5
18512,Tacos,Ocasional,25,8,8,Lento,Medio,1,No,6
18513,Pizza,Quincenal,105,3,10,Rápido,Bajo,8,Sí,7
18514,Pizza,Quincenal,67,8,9,Aceptable,Medio,8,Sí,8
18515,Hamburguesas,Mensual,103,7,8,Rápido,Medio,8,Sí,8
18516,Hamburguesas,Semanal,79,9,5,Rápido,Medio,7,Sí,7
18517,Shawarmas,Ocasional,51,8,3,Lento,Medio,9,Sí,7
18518,Hamburguesas,Mensual,99,8,3,Aceptable,Alto,7,Sí,6
18519,Pollo Frito,Mensual,53,4,9,Rápido,Bajo,8,No,7
18520,Pizza,Ocasional,64,4,3,Aceptable,Alto,3,Sí,3
18521,Tacos,Semanal,61,7,8,Aceptable,Bajo,9,Sí,8
18522,Pizza,Semanal,153,9,4,Rápido,Medio,0,No,4
18523,Pizza,Ocasional,135,8,6,Aceptable,Bajo,8,Sí,7
18524,Sándwiches,Ocasional,48,9,8,Rápido,Bajo,7,Sí,8
18525,Pizza,Quincenal,83,7,7,Rápido,Medio,10,Sí,8
18526,Hot Dogs,Quincenal,58,7,8,Aceptable,Alto,5,Sí,7
18527,Pizza,Semanal,103,8,8,Aceptable,Medio,8,Sí,8
18528,Hot Dogs,Semanal,52,2,6,Aceptable,Bajo,5,No,4
18529,Pollo Frito,Diario,93,5,0,Rápido,Medio,10,Sí,5
18530,Pizza,Mensual,56,9,9,Lento,Alto,9,Sí,9
18531,Pizza,Mensual,153,4,6,Rápido,Medio,7,No,6
18532,Hamburguesas,Quincenal,37,8,4,Aceptable,Alto,7,Sí,6
18533,Pizza,Quincenal,109,9,7,Rápido,Medio,4,Sí,7
18534,Tacos,Mensual,58,8,10,Aceptable,Medio,7,Sí,8
18535,Sándwiches,Semanal,64,5,6,Rápido,Alto,6,Sí,6
18536,Hamburguesas,Semanal,90,8,8,Aceptable,Bajo,8,Sí,8
18537,Pollo Frito,Diario,74,4,9,Rápido,Bajo,3,No,5
18538,Hamburguesas,Ocasional,41,7,5,Rápido,Medio,1,No,4
18539,Shawarmas,Mensual,48,4,5,Rápido,Bajo,3,Sí,4
18540,Sándwiches,Semanal,55,9,10,Aceptable,Medio,8,Sí,9
18541,Hamburguesas,Semanal,35,9,10,Rápido,Alto,9,Sí,9
18542,Hamburguesas,Mensual,66,7,8,Lento,Bajo,4,Sí,6
18543,Pollo Frito,Diario,104,7,9,Rápido,Medio,3,No,6
18544,Pizza,Quincenal,155,8,6,Rápido,Medio,0,Sí,5
18545,Pollo Frito,Ocasional,88,8,1,Aceptable,Alto,6,No,5
18546,Hot Dogs,Quincenal,37,8,10,Aceptable,Medio,9,Sí,9
18547,Pollo Frito,Mensual,65,3,9,Rápido,Medio,9,No,7
18548,Hamburguesas,Quincenal,46,8,9,Lento,Medio,10,Sí,9
18549,Pizza,Quincenal,148,9,8,Rápido,Medio,5,No,7
18550,Pizza,Ocasional,134,6,9,Aceptable,Alto,7,Sí,7
18551,Shawarmas,Mensual,82,8,9,Aceptable,Medio,3,Sí,7
18552,Shawarmas,Mensual,84,7,6,Aceptable,Alto,3,Sí,5
18553,Pollo Frito,Mensual,53,9,8,Aceptable,Medio,9,Sí,9
18554,Pollo Frito,Mensual,94,8,8,Aceptable,Medio,9,Sí,8
18555,Pizza,Mensual,136,6,6,Rápido,Medio,6,No,6
18556,Hamburguesas,Semanal,41,9,6,Rápido,Medio,3,No,6
18557,Pollo Frito,Mensual,77,9,9,Lento,Bajo,9,Sí,9
18558,Pollo Frito,Semanal,105,8,8,Aceptable,Medio,10,Sí,9
18559,Hamburguesas,Diario,93,5,10,Rápido,Alto,10,No,8
18560,Pizza,Quincenal,57,10,8,Aceptable,Medio,3,No,7
18561,Pollo Frito,Diario,48,9,9,Rápido,Alto,7,Sí,8
